term_id,term,baseline_cluster_id,method,evidence
term_38c1e42ad3a781b8ce27,Gender differences in the relative income of older people,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_09a908de463198bdf18f,Gender differences in the relative income of older people - EU-SILC survey,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_922fd757dd8e2ece5c17,Gender employment gap,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_523b5db9b2693145b25e,Gender employment gap by degree of urbanisation,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9718df264a1793a565c9,"Gender employment gap, by type of employment",cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f36eb226e177a37eccaa,Gender gap in part-time employment,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d568e02e14bc35c58cb8,General government employment,cluster_15c8a09ae6f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e7c0eb872bd0448f567a,General government expenditure by function,cluster_15c8a09ae6f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_537dee1205ecb32bbdaa,General government total expenditure on law courts,cluster_15c8a09ae6f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3a96181f535cf675fed7,Generation of waste excluding major mineral wastes per GDP unit,cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_87a753574448dc6084bb,Gini coefficient of equivalised disposable income,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0e2307e31f6b17f4428d,Gini coefficient of equivalised disposable income before social transfers (pensions excluded from social transfers),cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5b8a86d13344cbd5b242,Gini coefficient of equivalised disposable income before social transfers (pensions included in social transfers),cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_577b998e77e6ecacb649,Gini coefficient of equivalised disposable income by age,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fc07b47631d01b3c08c3,Gini coefficient on household population,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_48f8ab7f344df9f62f58,Gini coefficient on household population - experimental statistics,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7c7d663e6be11fcca38d,Goods road transport enterprises by employment size classes,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6f657ad56da603744e65,Goods road transport enterprises by number of vehicles,cluster_c7c1d69c4acd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a8781b86da3b752f69bd,Goods transport by rail,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_83f4130ed4f379e5ebf9,Goods transport by road,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_454b60d6038aeaf7dfdf,Goods transport by waterways,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_047c9239143df8136f91,Goods transported,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1575199f961fd6cde6d7,Goods transported (detailed reporting only ),cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f68670e75aff7b03543b,Goods transported (detailed reporting only ) - quarterly data,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7abc3292942090afa980,Goods transported by rail,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57558496f0fd3ea26847,Goods transported by rail - ENP-East countries,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7b36a7699313ac1e7386,Goods transported by type of consignment,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3dfd8e54220a5a7f4b4c,"Government final consumption expenditure, current prices",cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a3b5edd80874bf518515,"Government final consumption expenditure, volumes",cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_000d0c45492699547811,Government support to agricultural research and development,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c09913cf45bdb5830bad,Graduates at doctoral level by sex and age groups - per 1000 of population aged 25-34,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_75f99b8a1b5911e78516,"Graduates at doctoral level, in science, math., computing, engineering, manufacturing, construction, by sex - per 1000 of population aged 25-34",cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b86ab4699fecadbd4c05,"Grain maize and corn-cob-mix by area, production and humidity",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a42f6f49f0d22fbc8143,Grapes by production,cluster_f2d7baeb95d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9f5d8553695db4a24cad,"Green maize by area, production and humidity",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0e3fb5e8571efdb988ec,Greenhouse gases emissions from production activities,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ffaf9a30e0d7a69ee461,Gross debt-to-income ratio of households,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_49db7acc54bc2943fa50,Gross disposable income,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_03fbe91d9fb3780da7f3,Gross domestic expenditure on R&D (GERD),cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e147987d892497288288,Gross domestic expenditure on R&D (GERD) - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_157213bbb658b7604c19,Gross domestic expenditure on research and development (R&D),cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9f55fe8d95776762c3e3,Gross domestic product at market prices - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_930c45421b51de6645cd,Gross domestic product at market prices - ENP-South countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cec938ba052542d9d4b6,Gross domestic product at market prices by expenditure,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dc071a8bc9f2763851ec,Gross domestic product at market prices by expenditure - ENP-South countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8c80a20920007a0c2a77,"Gross domestic product, current prices",cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b28f611947fbb9543e41,"Gross domestic product, volumes",cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b909730e54c564d77499,Gross fixed capital formation at current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aa4e3596e1241a2aafa1,"Gross fixed capital formation, current prices",cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_54a3bcdbf8f08629560f,Gross national income,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dabaa8001f873ce3c478,Gross national income (GNI) per capita,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_523720a52ca07c570e36,Gross value added - NACE Rev. 2: - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1b36ae99c8e59f36e985,Gross value added - NACE Rev. 2: A - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_284c77bb50fa6394ff34,Gross value added - NACE Rev. 2: A - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e627eb2b6cef0cf15347,Gross value added - NACE Rev. 2: B-E - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b02ae624a643197bb062,Gross value added - NACE Rev. 2: B-E - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8cddf207ccad91a60de9,Gross value added - NACE Rev. 2: C - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_43b3e9a5541c91515e12,Gross value added - NACE Rev. 2: C - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aa9dcb3b1b5e3cb0f0d6,Gross value added - NACE Rev. 2: F - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bca0c3b7c19ae02f790f,Gross value added - NACE Rev. 2: F - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ce2cdc7f7b3486cc640f,Gross value added - NACE Rev. 2: G-I - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_120e767f33d49114efb9,Gross value added - NACE Rev. 2: J - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f9712695721fec6734d3,Gross value added - NACE Rev. 2: J - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_132a92984b672ddddfbe,Gross value added - NACE Rev. 2: K - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7f231a9b7cbedf86f343,Gross value added - NACE Rev. 2: L - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8d79218e8970c663f49b,Gross value added - NACE Rev. 2: L - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6b43fbddf11cc0d86ec7,Gross value added - NACE Rev. 2: M_N - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a4b2ac0d5193a131324,Gross value added - NACE Rev. 2: M_N - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_45e5d4ea6d3cfabd1255,Gross value added - NACE Rev. 2: O-Q - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_904fdc9e8e59b47185f3,Gross value added - NACE Rev. 2: O-Q - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2a7c2482523dd275c758,Gross value added - NACE Rev. 2: R-U - current prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_05a5d4d4a9fe9df881fb,Gross value added - NACE Rev. 2: R-U - volumes,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7b14b367f153f0478857,Gross value added by industry,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_df1a5ad7a443268181aa,Gross value added by industry - ENP-East countries,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9fbaa45e3349ea71692d,Gross value added by industry - ENP-South countries,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_07eb873c84a3b89ea386,Gross value added in environmental goods and services sector,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_38c663b569ebe677c2d6,Gross value added of the agricultural industry,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fb061a2388528d4de67d,Gross value added of the agricultural industry - basic and producer prices,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_77db762d503f8c2112f8,Gross weight of dry bulk goods transported in short sea shipping from/to the top 5 EU ports for dry bulk goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_684770e20fcc03635ea1,Gross weight of goods in containers transported in short sea shipping from/to the top 5 EU ports for goods in containers,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9cedd100584c1a2e3c09,Gross weight of goods in Ro-ro units transported in short sea shipping from/to the top 5 EU ports for goods in Ro-ro units,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4888eefe70fe4ed02e10,"gross weight of goods transported to/from main ports, by direction",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eb450627122a1664dc13,"gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e6cd08c5e530a7d55c17,Gross weight of liquid bulk goods transported in short sea shipping from/to the top 5 EU ports for liquid bulk goods,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3dbc7e5444fb23d6d899,Harmonised risk indicator 1 for pesticides by categorisation of active substances,cluster_b92bbebc9074,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b28741ef4ee8a1420a20,Health care expenditure,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7a46a9a0691b4a23f53b,Health care expenditure - % of GDP - ENP-East countries,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8c0da67ed1006687b002,Healthy life years at birth by sex,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9b83e3239cd2a5b6767f,HICP - transport,cluster_f1f6ee7bbbfa,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_889e83c0402a09059be4,Hours worked per week of full-time employment,cluster_23acc643074a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2ac0acffca0463ed9ded,House price index,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_53a4355232fa8ec64f34,House price index (= 100),cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_95b646dd7227ccce08b4,House price index (= 100) - quarterly data,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b287058763b62e747ffb,House price index - Item weights,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7fd0142c8dd981cee687,House price index - quarterly data,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_20521c72e6cabba7e964,"House price index, deflated",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4d5be5b88085385db32d,"House price index, deflated - annual data",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cf8712dfc9d708cb8fa1,"House price index, deflated - quarterly data",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_14fbb936b6af82a1ad80,"House price index, nominal",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3987c647edbf48762f80,"House price index, nominal - annual data",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b42b72d1ef59e78b9232,House sales,cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d47300ffaf337f995f13,"House sales - number and index (=100), annual data",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_48fc1ea3059120d115be,"House sales - value and index (=100), annual data",cluster_b2b3f012d4f5,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d3a86d6b1442368c3650,Housing cost overburden rate by income quintile - EU-SILC survey,cluster_34cd09890693,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b5b8d388f2ef30d9a63b,Import prices - capital goods,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fa079b5a5c445856b3d5,Import prices - consumer durables,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_113fb5fe2b429e592b11,Import prices - consumer non-durables,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_01e9da427b6abfa900c2,Import prices - intermediate goods,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1db7e88dc0bc19d4fa1a,Import prices - manufacturing,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_22efcbdc7e86854e5717,Import prices - total industry,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c4e193b79f7c26d0cd98,Imports of goods - machinery and transport equipment,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e013eaf01ca71a8b4dd,Imports of goods and services in % of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9ac263f40d0cdab6e19b,including health expenditure,cluster_2aeba3fc16ae,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0388239da703c3da3a94,including national transport,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e419e19674142f6f64cc,Income from intellectual property rights for computer services,cluster_cf52a814fe5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_28e6144223bf5a76d0ee,Income in real terms (SILC=100),cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d1255f52cdca607165d0,Income inequality for older people,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_55eb5e8e6a2e6b24d8d3,Income inequality for older people - EU-SILC survey,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dbffea080c0d5fdff163,Income quintile share ratio (S80/S20) by sex,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9d5a4b6bdd9d740a605a,Income quintile share ratio - S80/S20 - ENP-East countries,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6d86dd447f76de1a4400,Income quintile share ratio - S80/S20 - ENP-South countries,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5714bc6f1087bc9fb5f0,Income quintile share ratio S80/S20 by NUTS 2 region,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_25037dcefaa4c67fcebb,Income share of the bottom 40 % of the population,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9ada14c39440e5583682,Indicator A of the income from agricultural activity,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_86c6296d5245a05d0ec6,Industrial and construction production volume index,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_324b9884a59c48c27271,Industrial and construction production volume index - calendar adjusted - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ac3a2131e4f6dda678a5,Inequality of income distribution,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6e3300b3b76ec6fc07b9,Inequality of income distribution S80/S20 income quintile share ratio,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_720ba7a9b58779717a67,Inequality of income distribution S80/S20 income quintile share ratio - EU-SILC and ECHP surveys,cluster_fd27aed274d2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e9a99632a5e342b4b239,Interests receivable and similar income by product,cluster_cf52a814fe5f,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_18e4be30cbe2563cec14,International trade as a share of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3ea65693dfee62b7d7d9,Intra-mural Business Enterprise R&D Expenditures in Foreign Controlled Enterprises,cluster_3d19854cb005,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_71e8da9a79f9decbfde7,Investment share of GDP by institutional sectors,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_07c88bf3aece412e87e2,Involuntary temporary employment,cluster_291a8ffad33e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5de95c935e54b28c5aa1,Inward FDI stocks in % of GDP,cluster_717245bdba31,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ce67cd86ecfdda211083,Labour productivity in GDP (constant prices) per person employed,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f17f855c2456eeb7b95d,Labour productivity in GDP (constant prices) per person employed - ENP-East countries,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9aec9416f35680f516f6,Laying hens population,cluster_5905555b7ace,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d186ea2cd1615cb2621c,Laying hens population - annual data,cluster_5905555b7ace,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f6876eaedf46f3589cd0,Life expectancy at birth by sex - ENP-South countries,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_812ad3ebcd48675b5282,Live births,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ae811119ae4287ceef98,Live births and crude birth rate,cluster_a03fe115e208,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_47ead53796b0ad6f4802,Loans (excluding mortgages on purchase of main residence) by income quintile,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d3e9231fa5288ba36887,Long-term unemployment rate by sex,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8bb310c92f161e04aeb0,"Long-term unemployment rate, % of active population aged 15-74",cluster_58c47e3d47ef,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6273fd9149de8fb6704b,Long-term unemployment rates by sex,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_06310cc3ee57698adc4b,Long-term unemployment rates by sex - ENP-East countries,cluster_0b86931b6154,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57896bda73fe719211f7,Low-wage earners as a proportion of all employees (excluding apprentices) by employment contract,cluster_4ba888595f32,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e157e5c7f05a0049cc46,Maritime goods transport performed in the Exclusive Economic Zone of the countries,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cf4d38e388c2bc56090a,Maritime passenger transport performed in the Exclusive Economic Zone of the countries,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eb0740949292b76319ec,Maritime transport infrastructure,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c6b8e720436e1d8a19f2,Maritime transport infrastructure: ports,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_422013898bdc7aa0ad06,Maritime transport of freight by NUTS 2 region,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0ecae0b5473fbb8ae729,Maritime transport of passengers by NUTS 2 region,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5a62747e9b2bbc98b77e,Market production,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_012b2e24a75dae7a8801,Market production - annual data,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_078d046c57799f9a57b5,Mean age of women at childbirth and at birth of first child,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_45b9a362994ac998a029,Mean consumption expenditure by number of active persons,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c14bca743ac5884f17e2,Mean consumption expenditure of private households on cultural goods and services by income quintile,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fcbaef808b290197842f,Mean consumption expenditure of private households on sporting goods and services by income quintile,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
