"table_id","area","expected_value","expected_present","notes"
"cei_cie020","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_cie020","string","Climate change mitigation technologies related to wastewater treatment or waste management","true","Obvious non-geographic metadata header or value in source table."
"cei_cie020","string","Number","true","Obvious non-geographic metadata header or value in source table."
"cei_cie020","geography","Austria","true","Observed in source geography/reporting column."
"cei_cie020","geography","Australia","true","Observed in source geography/reporting column."
"cei_cie020","title","Patents related to recycling and secondary raw materials","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_gsr011","time","2000","true","Observed in source time columns."
"cei_gsr011","time","2012","true","Observed in source time columns."
"cei_gsr011","time","2023","true","Observed in source time columns."
"cei_gsr011","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr011","string","Air pollutants and greenhouse gases","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr011","string","Total - all NACE activities","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr011","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr011","geography","Austria","true","Observed in source geography/reporting column."
"cei_gsr011","geography","Belgium","true","Observed in source geography/reporting column."
"cei_gsr011","title","Greenhouse gases emissions from production activities","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_gsr020","time","2011","true","Observed in source time columns."
"cei_gsr020","time","2015","true","Observed in source time columns."
"cei_gsr020","time","2022","true","Observed in source time columns."
"cei_gsr020","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr020","string","Aluminium","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr020","string","Extraction","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr020","string","Percentage","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr020","geography","European Union - 27 countries (from 2020)","true","Observed in source geography/reporting column."
"cei_gsr020","title","EU self-sufficiency for raw materials","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_gsr030","time","2000","true","Observed in source time columns."
"cei_gsr030","time","2012","true","Observed in source time columns."
"cei_gsr030","time","2023","true","Observed in source time columns."
"cei_gsr030","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr030","string","Materials","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr030","string","Percentage","true","Obvious non-geographic metadata header or value in source table."
"cei_gsr030","geography","Albania","true","Observed in source geography/reporting column."
"cei_gsr030","geography","Austria","true","Observed in source geography/reporting column."
"cei_gsr030","geography","Total","false","Suspicious false positive: aggregate/value label, not a geography term in this table."
"cei_gsr030","title","Material import dependency","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc020","time","2000","true","Observed in source time columns."
"cei_pc020","time","2012","true","Observed in source time columns."
"cei_pc020","time","2023","true","Observed in source time columns."
"cei_pc020","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc020","string","Tonnes per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc020","string","Raw material consumption","true","Obvious non-geographic metadata header or value in source table."
"cei_pc020","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc020","geography","Belgium","true","Observed in source geography/reporting column."
"cei_pc020","geography","Total","false","Suspicious false positive: aggregate/value label, not a geography term in this table."
"cei_pc020","title","Material footprint","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc030","time","2000","true","Observed in source time columns."
"cei_pc030","time","2012","true","Observed in source time columns."
"cei_pc030","time","2023","true","Observed in source time columns."
"cei_pc030","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc030","string","Euro per kilogram, chain linked volumes (2015)","true","Obvious non-geographic metadata header or value in source table."
"cei_pc030","string","Index, 2000=100","true","Obvious non-geographic metadata header or value in source table."
"cei_pc030","geography","Albania","true","Observed in source geography/reporting column."
"cei_pc030","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc030","title","Resource productivity","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc031","time","2000","true","Observed in source time columns."
"cei_pc031","time","2011","true","Observed in source time columns."
"cei_pc031","time","2022","true","Observed in source time columns."
"cei_pc031","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc031","string","Waste generated","true","Obvious non-geographic metadata header or value in source table."
"cei_pc031","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc031","geography","Albania","true","Observed in source geography/reporting column."
"cei_pc031","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc031","title","Generation of municipal waste per capita","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc032","time","2004","true","Observed in source time columns."
"cei_pc032","time","2014","true","Observed in source time columns."
"cei_pc032","time","2022","true","Observed in source time columns."
"cei_pc032","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc032","string","Kilograms per thousand euro, chain linked volumes (2010)","true","Obvious non-geographic metadata header or value in source table."
"cei_pc032","geography","Albania","true","Observed in source geography/reporting column."
"cei_pc032","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc032","title","Generation of waste excluding major mineral wastes per GDP unit","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc034","time","2004","true","Observed in source time columns."
"cei_pc034","time","2014","true","Observed in source time columns."
"cei_pc034","time","2022","true","Observed in source time columns."
"cei_pc034","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc034","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc034","string","Hazardous and non-hazardous - total","true","Obvious non-geographic metadata header or value in source table."
"cei_pc034","string","Total waste","true","Obvious non-geographic metadata header or value in source table."
"cei_pc034","geography","Albania","true","Observed in source geography/reporting column."
"cei_pc034","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc034","title","Waste generation per capita","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc035","time","2020","true","Observed in source time columns."
"cei_pc035","time","2021","true","Observed in source time columns."
"cei_pc035","time","2022","true","Observed in source time columns."
"cei_pc035","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc035","string","Waste collected","true","Obvious non-geographic metadata header or value in source table."
"cei_pc035","string","Food waste - bio, household and similar waste","true","Obvious non-geographic metadata header or value in source table."
"cei_pc035","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc035","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc035","geography","Belgium","true","Observed in source geography/reporting column."
"cei_pc035","title","Food waste","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc040","time","2000","true","Observed in source time columns."
"cei_pc040","time","2011","true","Observed in source time columns."
"cei_pc040","time","2022","true","Observed in source time columns."
"cei_pc040","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc040","string","Packaging","true","Obvious non-geographic metadata header or value in source table."
"cei_pc040","string","Waste generated","true","Obvious non-geographic metadata header or value in source table."
"cei_pc040","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc040","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc040","geography","Belgium","true","Observed in source geography/reporting column."
"cei_pc040","title","Generation of packaging waste per capita","true","Cleaned title/title term after removing explicit time/geography where applicable."
"cei_pc050","time","2000","true","Observed in source time columns."
"cei_pc050","time","2011","true","Observed in source time columns."
"cei_pc050","time","2022","true","Observed in source time columns."
"cei_pc050","string","Annual","true","Obvious non-geographic metadata header or value in source table."
"cei_pc050","string","Plastic packaging","true","Obvious non-geographic metadata header or value in source table."
"cei_pc050","string","Waste generated","true","Obvious non-geographic metadata header or value in source table."
"cei_pc050","string","Kilograms per capita","true","Obvious non-geographic metadata header or value in source table."
"cei_pc050","geography","Austria","true","Observed in source geography/reporting column."
"cei_pc050","geography","Belgium","true","Observed in source geography/reporting column."
"cei_pc050","title","Generation of plastic packaging waste per capita","true","Cleaned title/title term after removing explicit time/geography where applicable."
