relation_id,source_term_id,source_term,target_term_id,target_term,relation_type,confidence,evidence_ids_json,evidence,generation_methods_json,run_id
relation_b6a4ee211ed5c5017cb0,term_cd7a39a0bc9ab7d16394,"Private sector credit flow: loans by sectors, consolidated - % of GDP",term_2e754403a3df9923c2b5,"Private sector credit flow: loans by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_916511ca0bf7e3f36c77"", ""occ_e1c318376dc30978e928""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.937207, ""qualifier_tokens"": [""non""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.888889}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_736225dd1e5f8870f1b4,term_cec938ba052542d9d4b6,Gross domestic product at market prices by expenditure,term_3300b84d8d1e1cbc3fa4,Gross domestic product at market prices by expenditure - ENP-East countries,broader_than,0.830000,"[""occ_299b67cf97a97afb74f2"", ""occ_75745eb8e8cc25b18428"", ""occ_c9bdf6f0a238fce49ff6""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.914821, ""qualifier_tokens"": [""countries"", ""east"", ""enp""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_ca580eab22eaa77b8685,term_cec938ba052542d9d4b6,Gross domestic product at market prices by expenditure,term_dc071a8bc9f2763851ec,Gross domestic product at market prices by expenditure - ENP-South countries,broader_than,0.830000,"[""occ_75745eb8e8cc25b18428"", ""occ_9b72a2919134950ae9ec"", ""occ_c9bdf6f0a238fce49ff6""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.895286, ""qualifier_tokens"": [""countries"", ""enp"", ""south""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_66388f009d8137608081,term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",term_20f0568d3084e3c66191,"Private sector credit flow: debt securities by sectors, consolidated - % of GDP",broader_than,0.830000,"[""occ_acccae95177e70b5f8a7"", ""occ_f44520b6c678d4b2baa9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.962931, ""qualifier_tokens"": [""credit"", ""flow""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_0f0ded64950b398c2514,term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",term_9987e242ef89d7650d4c,"Private sector credit flow: debt securities by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_f42f115a6660110b5257"", ""occ_f44520b6c678d4b2baa9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.907404, ""qualifier_tokens"": [""credit"", ""flow"", ""non""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_50452520d63d6d347ed1,term_d43e9eb1d7802e118e16,"Private sector debt: debt securities, by sectors, consolidated - % of GDP",term_ad9dc9a5708b94af4fb0,"Private sector debt: debt securities by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_b3f29b73dff8a73a946d"", ""occ_f44520b6c678d4b2baa9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.945268, ""qualifier_tokens"": [""non""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_f39ee4aa54454eace148,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_05a5d4d4a9fe9df881fb,Gross value added - NACE Rev. 2: R-U - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_483bc6c6d34e3adc003f""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.962235, ""qualifier_tokens"": [""r"", ""u""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_04f44a806e88315df461,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_43b3e9a5541c91515e12,Gross value added - NACE Rev. 2: C - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_423ab5dd4e8d9dbb7aea""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.98267, ""qualifier_tokens"": [""c""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_41dedefa9f0f6315ba90,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_4a7ca24e09ef4e55de2f,Gross value added - NACE Rev. 2: G-I - volumes,broader_than,0.830000,"[""occ_10d3dc4422b74418a121"", ""occ_2152786c1a52ad99f16c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.969067, ""qualifier_tokens"": [""g"", ""i""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_fc3ca66de2779682d7ea,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_6a4b2ac0d5193a131324,Gross value added - NACE Rev. 2: M_N - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_47412dda18d8326bd892""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.985098, ""qualifier_tokens"": [""m"", ""n""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_d3f443d76ebeb45cb0ee,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_8d79218e8970c663f49b,Gross value added - NACE Rev. 2: L - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_328b6228bc8a75e8b4b9""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.979095, ""qualifier_tokens"": [""l""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_eaa18b17fe36b9b31f81,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_904fdc9e8e59b47185f3,Gross value added - NACE Rev. 2: O-Q - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_45c8bfd8afad73044c69""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.9721, ""qualifier_tokens"": [""o"", ""q""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_f56b828ff424386e946c,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_b02ae624a643197bb062,Gross value added - NACE Rev. 2: B-E - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_48f2767cd94062dcb64b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.97262, ""qualifier_tokens"": [""b"", ""e""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_92e9ea7be2033765345c,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_bca0c3b7c19ae02f790f,Gross value added - NACE Rev. 2: F - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_9d21b61dcdc11cd5bff4""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.983904, ""qualifier_tokens"": [""f""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_16cb5a934d9d89cf57f6,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_d9fb3aeefcbd7e2f796a,Gross value added - NACE Rev. 2: K - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_4cf3000868b21fd67867""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.962587, ""qualifier_tokens"": [""k""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_fc9b989a78969c36097a,term_de1275695e85a9ad231b,Gross value added - NACE Rev. 2: - volumes,term_f9712695721fec6734d3,Gross value added - NACE Rev. 2: J - volumes,broader_than,0.830000,"[""occ_2152786c1a52ad99f16c"", ""occ_fd2a7a5798c2ad8aab89""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.97992, ""qualifier_tokens"": [""j""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_022a65d9d76a4ac4b781,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_4c5308d0a19b91efd0ab,Retail trade volume of sales - non food,broader_than,0.830000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_a0594eb9dae16cc7a022"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.861183, ""qualifier_tokens"": [""food"", ""non""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.666667}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_505c5544cedc0f425c33,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_ba47358bfc54de8095aa,Retail trade volume of sales - automotive fuel,broader_than,0.830000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_bb7bf99b72aba6b63238"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.896623, ""qualifier_tokens"": [""automotive"", ""fuel""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.666667}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_2617b40e206edde861e3,term_e05002e50ec575d45b7d,Retail trade volume of sales,term_d89120ce008c2ccbdc95,"Retail trade volume of sales - food, beverages and tobacco",broader_than,0.830000,"[""occ_19e2ff9e5cd76afe76ea"", ""occ_352f677a0c45ae04fe8d"", ""occ_42f64b9b474bd6e5212f"", ""occ_6d71a9882ef01c3c9f21"", ""occ_e3af1515c826ed4d6b7d""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.888761, ""qualifier_tokens"": [""beverages"", ""food"", ""tobacco""], ""source_domain"": ""industry, trade, and services"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.571429}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_15bfbc519474cd83e727,term_e1eb350cc06d0a62981f,as % of the total population of post-compulsory school age,term_81d71c36ce39beb87a6b,Students in post-compulsory education - as % of the total population of post-compulsory school age,broader_than,0.830000,"[""occ_2568fd4912b5c4560192"", ""occ_530a75215b8dda3c7e4e""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.942174, ""qualifier_tokens"": [""education"", ""students""], ""source_domain"": ""education"", ""target_domain"": ""education"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_9482356a367b4cb70079,term_e3cfbb83163ba40271ed,"Private sector debt: loans, by sectors, consolidated - % of GDP",term_1718a2844b38ef2cb8e6,"Private sector debt: loans, by sectors, non-consolidated - % of GDP",broader_than,0.830000,"[""occ_1e5cb8af108d0b1e45a8"", ""occ_f0ea70263892ccd6821a""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.940406, ""qualifier_tokens"": [""non""], ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_e9b7c11f6baa33810c20,term_eb450627122a1664dc13,"gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",term_c179b5f3ca305b4b45df,"Short sea shipping - EU level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",broader_than,0.830000,"[""occ_748ae9c83f66ed3dd8fb"", ""occ_f4d5fa5c8e69f2afb071""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.83386, ""qualifier_tokens"": [""eu"", ""level"", ""shipping"", ""short""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.764706}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_880a52bc1971bb2c6bf2,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_027275b4917a775d06d1,Country level - gross weight of goods transported to/from main ports,broader_than,0.830000,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_3fef920e4b4c6091f442""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.946675, ""qualifier_tokens"": [""country"", ""level""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.777778}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_0e81357cdc3ae6ff347f,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_4888eefe70fe4ed02e10,"gross weight of goods transported to/from main ports, by direction",broader_than,0.830000,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_b0c0c421fb034a207468""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.949481, ""qualifier_tokens"": [""direction""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.875}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_14a68e3143823fdf2685,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_a03bdea9a2c1ac178e82,"Short sea shipping - country level - gross weight of goods transported to/from main ports, by direction",broader_than,0.830000,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_8f1a322a3fb6a6b2228b""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.806324, ""qualifier_tokens"": [""country"", ""direction"", ""level"", ""sea"", ""shipping"", ""short""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.538462}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_031d28037c0cc804b317,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_c179b5f3ca305b4b45df,"Short sea shipping - EU level - gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",broader_than,0.830000,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_f4d5fa5c8e69f2afb071""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.776774, ""qualifier_tokens"": [""cargo"", ""each"", ""eu"", ""level"", ""partner"", ""region"", ""sea"", ""shipping"", ""short"", ""type""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.411765}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_9401556ebff3f9a571e0,term_f05dc66b43a245fd67c2,gross weight of goods transported to/from main ports,term_eb450627122a1664dc13,"gross weight of goods transported to/from main ports, by type of cargo for each sea region of partner ports",broader_than,0.830000,"[""occ_3c8c1b4a5f92883b3fa2"", ""occ_748ae9c83f66ed3dd8fb""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.930415, ""qualifier_tokens"": [""cargo"", ""each"", ""partner"", ""region"", ""sea"", ""type""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.538462}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_1facf102fc0d8c8982c0,term_f25b3958d6da1017e631,Production in construction,term_324b9884a59c48c27271,Industrial and construction production volume index - calendar adjusted - ENP-East countries,broader_than,0.830000,"[""occ_955dc221d744c8cd1885"", ""occ_b2f9dd55550fd112fa92""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.67678, ""qualifier_tokens"": [""adjusted"", ""calendar"", ""countries"", ""east"", ""enp"", ""index"", ""industrial"", ""volume""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.2}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_1064a2b8b4b8c24f11d7,term_f25b3958d6da1017e631,Production in construction,term_86c6296d5245a05d0ec6,Industrial and construction production volume index,broader_than,0.830000,"[""occ_3746bae270ac5755e279"", ""occ_955dc221d744c8cd1885""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.757917, ""qualifier_tokens"": [""index"", ""industrial"", ""volume""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""industry, trade, and services"", ""token_jaccard"": 0.4}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_d16821e3f8f451fc5782,term_f562209adf44b800cb23,as % of the population of the corresponding age,term_0972dcd431ad96904bc3,"Pupils from age 4 to the starting age of compulsory education at primary level, by sex - as % of the population of the corresponding age group",broader_than,0.830000,"[""occ_14fb743aae89af0c26db"", ""occ_946734a7324d4478b10c"", ""occ_a8a75a64cc9415e179a0""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.691434, ""qualifier_tokens"": [""4"", ""at"", ""compulsory"", ""education"", ""from"", ""group"", ""level"", ""primary"", ""pupils"", ""sex"", ""starting""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""education"", ""token_jaccard"": 0.266667}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_7b6a9b281601baca6479,term_f562209adf44b800cb23,as % of the population of the corresponding age,term_0fcf4e988e3ce59aa8b1,Out-of-school rate by sex and age - as % of the population of the corresponding age,broader_than,0.830000,"[""occ_5cd05fb304d2a382cb0e"", ""occ_946734a7324d4478b10c"", ""occ_a8a75a64cc9415e179a0""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.800756, ""qualifier_tokens"": [""out"", ""rate"", ""school"", ""sex""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""education"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_385a5c354490a8b7067c,term_f562209adf44b800cb23,as % of the population of the corresponding age,term_15bfeaad968154afb48f,Pupils under the age of 3 by sex - as % of the population of the corresponding age,broader_than,0.830000,"[""occ_2cf706e76baba38cb61a"", ""occ_946734a7324d4478b10c"", ""occ_a8a75a64cc9415e179a0""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.733689, ""qualifier_tokens"": [""3"", ""pupils"", ""sex"", ""under""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""education"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_64f3c71f1dd7222e027a,term_f562209adf44b800cb23,as % of the population of the corresponding age,term_9a6b6617fb90a759d2c1,"Pupils aged 3 years old, by sex - as % of the population of the corresponding age group",broader_than,0.830000,"[""occ_69bb3866adb028db3433"", ""occ_946734a7324d4478b10c"", ""occ_a8a75a64cc9415e179a0""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.725712, ""qualifier_tokens"": [""3"", ""aged"", ""group"", ""old"", ""pupils"", ""sex"", ""years""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""education"", ""token_jaccard"": 0.363636}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_ac17c5eaf3fa725a0a86,term_f562209adf44b800cb23,as % of the population of the corresponding age,term_b35b80b9bb3da89a8d77,"Pupils aged 4 years old, by sex - as % of the population of the corresponding age group",broader_than,0.830000,"[""occ_946734a7324d4478b10c"", ""occ_a8a75a64cc9415e179a0"", ""occ_eca44713305987b30200""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.743225, ""qualifier_tokens"": [""4"", ""aged"", ""group"", ""old"", ""pupils"", ""sex"", ""years""], ""source_domain"": ""cross-domain or other"", ""target_domain"": ""education"", ""token_jaccard"": 0.363636}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_78603ba83a085064872d,term_fa38f209e4b8c386f58c,Unitisation in maritime freight transport,term_8cd6e2e0f19af59b9a69,Unitisation in maritime freight transport - tonnes for gross weight of goods,broader_than,0.830000,"[""occ_0d0f251c95e64e19d889"", ""occ_30520a272a2ff51c6a48""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.911062, ""qualifier_tokens"": [""goods"", ""gross"", ""tonnes"", ""weight""], ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.5}","[""lexical_containment"", ""qualifier_patterns""]",run_e6e523656ea9857ecac9
relation_3a890bc9d547ed61c76e,term_795d9ad98feaa090e492,Employment and employment rates (aged 20-64) by sex - ENP-East countries,term_c396f89acaee68a2c8bf,Unemployment rates by sex and age - ENP-East countries,related_to,0.830000,"[""occ_8bf2b04420367c1ebae4"", ""occ_dff3cfb52f7b30d32463""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.886666, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.454545}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_c9cb8eab90b2270d3d81,term_55eb5e8e6a2e6b24d8d3,Income inequality for older people - EU-SILC survey,term_aae6ecbce1ea4c04530e,Median relative income of elderly people - EU-SILC survey,related_to,0.829995,"[""occ_7946887357e08c09f31a"", ""occ_84e4a0bbc432a4d9567b""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.928329, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_8625f0de96132337a3ca,term_7f231a9b7cbedf86f343,Gross value added - NACE Rev. 2: L - current prices,term_8d79218e8970c663f49b,Gross value added - NACE Rev. 2: L - volumes,related_to,0.829958,"[""occ_328b6228bc8a75e8b4b9"", ""occ_e20f0480fcbf2465054c""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.886632, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_b481d14da9f348258ca0,term_b13910a22b73184ff80d,Air transport of passengers by NUTS 2 region,term_0ecae0b5473fbb8ae729,Maritime transport of passengers by NUTS 2 region,related_to,0.829569,"[""occ_69dcc20f1760698f4a3f"", ""occ_80c810cee45b9eef33ea""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.927974, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.714286}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_ec18f738606eff009657,term_c2d0179c7cd68ff9bdc4,Domestic producer prices - consumer durables,term_ebb8bef4d41b8ff4cc33,Domestic producer prices - energy,related_to,0.829545,"[""occ_48c973c2493e1b689b64"", ""occ_b7ef5732dfb9b28b6353""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.886288, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_49c3c94c9b7333413d1b,term_11690bfa78e5b9ada064,Employment rate by sex,term_6740e82c105d11b93340,Unemployment rates by sex and age,related_to,0.829412,"[""occ_2ee9efbbdfb16480dcbb"", ""occ_49048b5d05fb8cbfeb77"", ""occ_7fdbe4c56a72f6831906"", ""occ_d3617d3ba4e29ddbd663""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.886177, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.166667}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_a70bb338eb1ec9c84688,term_7dcf76b37479e12f0002,Air transport equipment,term_34fd33d58a573e6288b3,Air transport infrastructure,related_to,0.829018,"[""occ_215a5c27247ae0959741"", ""occ_bef24e4c730c5c40193a"", ""occ_c2eaa3df2fb570f24e56""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.885848, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_f623117b50a2274379c9,term_055bfac06b09b11dc896,Young persons (aged 15-24) neither in employment nor in education and training,term_2c531a8a827df2e14928,Young persons neither in employment nor in education and training (NEET) by citizenship,related_to,0.828989,"[""occ_5f802dab22411209b22b"", ""occ_92ffd85d246d554af4fa""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.885824, ""source_domain"": ""labour market"", ""target_domain"": ""labour market"", ""token_jaccard"": 0.583333}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_5543d3cf6a68f8a4a921,term_83f4130ed4f379e5ebf9,Goods transport by road,term_454b60d6038aeaf7dfdf,Goods transport by waterways,related_to,0.828778,"[""occ_1c6422094d8f3fe633ee"", ""occ_dfecc2ff81e20a096aba""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.885649, ""source_domain"": ""transport"", ""target_domain"": ""transport"", ""token_jaccard"": 0.5}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_c03b92e1bc3961da6b16,term_aa9dcb3b1b5e3cb0f0d6,Gross value added - NACE Rev. 2: F - current prices,term_bca0c3b7c19ae02f790f,Gross value added - NACE Rev. 2: F - volumes,related_to,0.828065,"[""occ_9d21b61dcdc11cd5bff4"", ""occ_b1117268c547fdb1d746""]","{""domain_signal"": ""same_domain"", ""embedding_similarity"": 0.885054, ""source_domain"": ""economy and finance"", ""target_domain"": ""economy and finance"", ""token_jaccard"": 0.7}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
relation_39ef53689f42970fdfed,term_a0016567b77ecdefeda9,Air transport of freight by NUTS 2 region,term_422013898bdc7aa0ad06,Maritime transport of freight by NUTS 2 region,related_to,0.828002,"[""occ_4b18c857edf585bd0b1c"", ""occ_dcaa418773d480809992""]","{""domain_signal"": ""domain_weak_or_cross"", ""embedding_similarity"": 0.926668, ""source_domain"": ""cross-domain or other"", ""target_domain"": ""cross-domain or other"", ""token_jaccard"": 0.714286}","[""embedding_similarity"", ""domains""]",run_e6e523656ea9857ecac9
