term_id,term,baseline_cluster_id,method,evidence
term_7461bb9f764b8499648f,Distribution by occupation (ISCO-08) of the labour market demand for ICT specialists in online job advertisements - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0a6bea2a030249ecf0aa,Distribution of digital platform workers (at least one hour in the last month) by consequences of rejecting the task or service,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9792932f28b505c2caf9,Distribution of digital platform workers (at least one hour in the last month) by consequences of rejecting the task or service - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_450ba1c87b2efba39f1a,Distribution of digital platform workers (at least one hour in the last month) by educational attainment level,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4dfbc4257bdf3c725597,Distribution of digital platform workers (at least one hour in the last month) by educational attainment level - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7eb0d4a5192079b09254,Distribution of digital platform workers (at least one hour in the last month) by labour status,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_44484074f2e7306a8637,Distribution of digital platform workers (at least one hour in the last month) by labour status - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4c7e35d1efbd7315d86c,Distribution of digital platform workers (at least one hour in the last month) by price setting,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0a5f811862a59c07d79f,Distribution of digital platform workers (at least one hour in the last month) by price setting - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d0cf9392077626f22315,Distribution of digital platform workers (at least one hour in the last month) by share of platform income in their earnings,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_caa6309ffcec0ffa87e1,Distribution of digital platform workers (at least one hour in the last month) by share of platform income in their earnings - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_59072560a2bffa4ade78,Distribution of digital platform workers (at least one hour in the last month) by social insurance coverage and risk,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b2c1e1d084acef852366,Distribution of digital platform workers (at least one hour in the last month) by social insurance coverage and risk - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_60ed632bddc4b4e5677c,Distribution of digital platform workers (at least one hour in the last month) by type of work assignment,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_436ded31f30e2c350917,Distribution of digital platform workers (at least one hour in the last month) by type of work assignment - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_de3ecf1e1eff6386f48c,Distribution of digital platform workers (at least one hour in the last month) by working hours setting,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_20e2445bd283d82fbf2f,Distribution of digital platform workers (at least one hour in the last month) by working hours setting - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aee7b50f267459bb7e5b,Distribution of digital platform workers (in the last 12 months) by number of hours worked in the last month,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_70f55e2122f079d01ebb,Distribution of digital platform workers (in the last 12 months) by number of hours worked in the last month - experimental statistics,cluster_347eadf91dc2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6b198dfa571f0167b15f,Distribution of households by activity status of the reference person,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_754afe6bac35caf6bc0a,Distribution of households by activity status of the reference person - experimental statistics,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_86d6b8ee1a219c1fca87,Distribution of households by age of the reference person,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bebe5df5f9aeb1139dd0,Distribution of households by age of the reference person - experimental statistics,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_50bf4f4316d68c1c332f,Distribution of households by household size,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_40145d7332bc1dee9fec,Distribution of households by household type - experimental statistics,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_efd064db52dc2543bc3b,Distribution of households with children by number of children,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eab582259d286e7cd986,Distribution of population by household types,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_892ca2920961f51b7d30,Distribution of population by household types - EU-SILC survey,cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_559e67b0df2257c44863,Diversity index of energy supply,cluster_a96318ad87bd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_60c8d65bd3934c60c5b0,domestic concept,cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_51ed3941228748ad9c32,Domestic industrial production price index,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5717f6e639f4b12f4341,Domestic industrial production price index - ENP-East countries,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7e46a5de0c25cc08b096,Domestic material consumption per capita,cluster_64461295bff6,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1cffd66b8825402d8cd6,Domestic producer prices - capital goods,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c2d0179c7cd68ff9bdc4,Domestic producer prices - consumer durables,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d3259c0a506408ea96d9,Domestic producer prices - consumer non-durables,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ebb8bef4d41b8ff4cc33,Domestic producer prices - energy,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fe4e2ce249094bf3ed20,Domestic producer prices - intermediate goods,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9dbbcc4f8da2f29988f9,Domestic producer prices - manufacturing,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2a0305468dfa4b8a1343,Domestic producer prices - total industry (excluding construction),cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b8148679f8267089578d,Drought impact area on ecosystems,cluster_b1e84f16286c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7850094491fdcb8c4867,"Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses) by area, production and humidity",cluster_100401722785,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bb730d9af0ef753d3ef7,Duration of working life,cluster_5905555b7ace,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6da700134830ffec559c,"Dwellings by type of ownership, type of building and occupancy status",cluster_30a5e78c1bee,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b795e878250c8b2362f6,Early leavers from education and training (age group 18-24),cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dbcd91d714b06ca3bc2e,Early leavers from education and training (aged 18-24) by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3118138c46f9a20abc62,Early leavers from education and training (aged 18-24) by sex - ENP-East countries,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_450cef0268255c662f94,Early leavers from education and training by citizenship,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4c18e6956b4fe5d5d3df,Early leavers from education and training by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_abb2694be71a2077fa44,Early retirement among persons who receive an old-age pension,cluster_c33cec3614f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_87a18ba204311287fa85,Economic accounts for agriculture (EAA),cluster_03e30cdafd58,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bebb63b6255212559930,Economic activity,cluster_19e992e360f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8d27fdc63100bcd5faca,Economic losses from weather- and climate-related extremes,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0571a3291c58a9b311fe,ECU/ exchange rates versus national currencies,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f861d05d4a4f18494171,EDP concept,cluster_7902889a64be,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0bc9d7812026d642cd23,Effect of social transfers on income quintile share ratio S80/S20,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a4a4b3edcc8d7cd6085f,Effect of taxes and social transfers on income quintile share ratio S80/S20,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5a81cbeed5828801de9a,Effect of taxes on income quintile share ratio S80/S20,cluster_e49bc44f26c0,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e8408c0c39a2ee76b5e1,Effect of the search for information on learning possibilities,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_03f37ddd7760c05f14e6,Emigration,cluster_73d9fb10a4e3,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9103eea57cdcf46024dc,Emigration by group of country of next usual residence,cluster_73d9fb10a4e3,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1f8f0fae41b681f7c586,Employed in service sector and occupational status of recent school-leavers,cluster_d0ab5eef6d47,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_da3a141808972bc04c74,Employed information and communications technology (ICT) specialists,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c4200002a7338c7b6687,Employed information and communications technology (ICT) specialists by age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3e3111335e58d17cdccc,Employed information and communications technology (ICT) specialists by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_67f5c83397e51923fcc4,Employed persons being able to choose their methods of work or to influence their pace of work by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_38a4dd1719d721f6707f,Employed persons being able to influence decisions that affect their work by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6811242889b15f0f2c53,Employed persons being self-employed without employees by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9a8ebfd08c41183b90a2,Employed persons discriminated at work during the last 12 months by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a87beaaa85561f1d9ec4,Employed persons expecting a possible loss of their job in the next 6 months by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_25afea5a7addd2535b88,"Employed persons exposed to employment-related physical, psychological or sexual violence in the last 12 months by sex and age",cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27242e433d1be93f0a54,Employed persons having a good relationship with their colleagues by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_817b7e03ecaf77871a16,Employed persons having more than one job by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c38600f740d42b451cc7,Employed persons having the opportunity to use their knowledge and skills in their current job by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_449702facc8165f6c065,Employed persons having to work at very high speed or to tight deadlines by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_aaf0c5793614402fcd57,Employed persons in high and medium-high technology manufacturing sectors and knowledge-intensive service sectors,cluster_a5cfad0cd27c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_11d608dc3e71d6c4e3fd,Employed persons in sport by age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1c32aa1993dd7a26f1bb,Employed persons in sport by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0c34b3dc4838d861a368,Employed persons participating in job-related non-formal education and training in the past 12 months by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b5ef74d3887658a1dfa4,Employed persons perceiving that their job-related non-formal education and training helped to improve the way they work by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a653b2ed389f5293e773,Employed persons thinking that they do useful work by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ef412dc8581aa451b011,Employed persons whose job involves improving their skills by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1acfc2ff79aa8cd4608b,Employed persons whose work experience and job skills would be helpful to find another job by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_34fc1133332fa3eefb76,Employed persons with information and communications technology (ICT) education by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dccb66bcbe9859e7cb38,Employed persons working part-time - annual data,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2f9d354d354803958c0a,Employees having a good relationship with their supervisor by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_325882212620c69f68c2,Employees receiving regular feedback from their supervisor by sex and age,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dc40e24f4d69ed03cb88,Employees with a flexible work schedule by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c9831f6496bcfc3288c0,Employees with temporary contracts,cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_03409264fe7229fc7948,Employees with temporary contracts - annual data,cluster_0026a7097726,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f1a2d6019fafb3ba82b6,"Employees, domestic concept",cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b701edb0b46052c894a7,"Employees, domestic concept - annual data",cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ca743b9337ba4d9b8d54,Employment,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3975fde3be8673d043a1,Employment and economic activity branches,cluster_19e992e360f9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a33f33bcda42090451b,Employment and employment rates (aged 20-64) by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_795d9ad98feaa090e492,Employment and employment rates (aged 20-64) by sex - ENP-East countries,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ec9454af09d7d3861fda,Employment by professional status,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5992c9ed3e19ee9f1cca,Employment by professional status - ENP-South countries,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7222b4430267209c516b,Employment characteristics,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1216e5cffc0c3beaacd4,Employment expectations by sectors,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a5c9e443dfb7c240a1b6,Employment expectations indicator,cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ed103e759eb80d6441c5,Employment growth (domestic concept),cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_65afc991fda4bfad6726,Employment growth (domestic concept) - ENP-East countries,cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_598b44b5a3281568bbc3,Employment in Foreign Affiliates of Domestic Enterprises,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_249f821d698e17073d0f,Employment in Foreign Controlled Enterprises,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_079ed5d6db4e3900293a,Employment in waterways transport enterprises by number of vessels in enterprises,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_289d3ad56aa1ffc52628,Employment in waterways transport enterprises by sex,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_98ccf44d2931bdcf2215,Employment rate,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a05457df916fa51e4b7,Employment rate by citizenship,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_11690bfa78e5b9ada064,Employment rate by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a7ebeda4912ad87981e2,Employment rate of low skilled persons (age group 20-64),cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a6ec76a4cb1ad6932069,Employment rate of non-EU nationals (age group 20-64),cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cc6c389a3a5b9ede456e,"Employment rate of older workers, age group 55-64",cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c9fa520584151533f5a2,Employment rates (aged 15-64) by sex,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27a95e3ef428412228a6,Employment rates (aged 15-64) by sex - ENP-South countries,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_178890956c1e3c7acc0d,Employment rates of recent graduates,cluster_d0ab5eef6d47,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27403ee3a08ef6612373,"Employment, domestic concept",cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_defff23a8f88d8548c58,"Employment, domestic concept - annual data",cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e74b0b68daf6ab98bfae,"Employment, domestic concept - Total",cluster_6bf71cfe17d9,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2baf601beea59aa08470,EMU convergence criterion series - quarterly data,cluster_4ad4cace8f43,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d436732bf0a63018f520,end-of-life recycling input rates (EOL-RIR),cluster_ad295f715ee2,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cc73680d0c9fca75b41c,End-stage renal failure (ESRF) patients,cluster_85e329f68c2c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_605cfd076ad582cb9c6b,End-stage renal failure (ESRF) patients - historical data,cluster_85e329f68c2c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_909afbbb67189e661666,"Energy - historical data (, former methodology and source)",cluster_df1661ca709c,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_45a5818d0dfe5d175b39,Energy balance - ENP-South countries,cluster_e589a82e3795,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5196f3fa86a09d49206a,Energy import dependency by products,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d797ab8f290b07498941,"Energy removed from district networks by customers, type of networks and efficiency of network",cluster_2e6bcbd2a80b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27672477692d144f2ead,Energy self-reliance,cluster_32528f9d8077,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a4868ee078ab1cc3cb58,Enterprises by impact of COVID-19 on turnover and NACE rev.2 activity aggregate,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_68d2a3fd6749c2bc2976,Enterprises by impact of COVID-19 on turnover and NACE rev.2 activity aggregate - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3e7197bf2edeb54d3737,Enterprises by international sourcing status prior to the reference period and NACE Rev.2 activity aggregate,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_30964e0e364874c57680,Enterprises by international sourcing status prior to the reference period and NACE Rev.2 activity aggregate - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57eec8e766a90a7d7817,Enterprises by means of services supply and NACE rev.2 activity aggregate,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fdb72b29c0a30b0bf764,Enterprises by means of services supply and NACE rev.2 activity aggregate - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3f87b24c9dae4e438d86,Enterprises by movement of business functions from abroad and by NACE Rev.2 activity,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8b82ef20d699e60fc628,Enterprises by movement of business functions from abroad and by NACE Rev.2 activity - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_da349106ed02d9e18d0b,Enterprises by sourcing status and enterprise group identification,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_84599ca00a7c7716f705,Enterprises by sourcing status and enterprise group identification - collection round - experimental statistics,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4d739e6dd06d3df8447e,"Enterprises by status of movement of business functions from abroad, business function and NACE Rev.2 activity",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7e3eac6e4c52d95e2c7d,"Enterprises by status of movement of business functions from abroad, business function and NACE Rev.2 activity - experimental statistics",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_58f896809b1e8894756b,Enterprises by type of buyer power asymmetry in the global value chain and NACE rev.2 activity aggregate,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1bb5ca4dd43a6ed62812,Enterprises by type of buyer power asymmetry in the global value chain and NACE rev.2 activity aggregate - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6a07f9d49d8aedaf7f1c,Enterprises by type of movement of business functions from abroad and by NACE Rev.2 activity,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d9cc597214e70058633f,Enterprises by type of movement of business functions from abroad and by NACE Rev.2 activity - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ff5d6a033acd82a0ce43,Enterprises by type of supplier power asymmetry in the global value chain and NACE rev.2 activity aggregate,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2b742b4e54bc9faa3b39,Enterprises by type of supplier power asymmetry in the global value chain and NACE rev.2 activity aggregate - experimental statistics,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f3c81f97b1bfc465084d,Enterprises employing IVT participants by NACE Rev. 1.1 activity,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4a16c07d75b2b82d76e4,Enterprises employing IVT participants by NACE Rev. 1.1 activity - % of all enterprises,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bf14b7ba8ae886874d7a,Enterprises employing IVT participants by NACE Rev. 2 activity,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1c2a1d249c257dc39eef,Enterprises employing IVT participants by NACE Rev. 2 activity - % of all enterprises,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a7dc8cac0fc93496f776,Enterprises employing IVT participants by size class,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4fd381458241000afc80,Enterprises employing IVT participants by size class - % of all enterprises,cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_067918968cdcc593f677,Enterprises having received orders online (at least 1%),cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fb46bca043bcb722fea6,Enterprises having received orders online (at least 1%) - % of enterprises,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bee9b93fd93f24f8db47,"Enterprises in wholesale trade, repair of vehicles and motorcycles (NACE Rev.2, G)",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_55fb7cc1d878464e0004,"Enterprises in wholesale trade, repair of vehicles and motorcycles (NACE Rev.2, G) - changes in stocks",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1d2f2af55616518d6bb8,Enterprises sourcing abroad,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0528bcc5f59582749e56,Enterprises with members in other countries,cluster_dddfcfe3c7b4,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
