term_id,term,baseline_cluster_id,method,evidence
term_2dcc482edd4ed63d34bd,consumption expenditure per,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c93d7e5ae3c4509174a4,consumption expenditure per household,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e4d1cb3b427ae90db05b,consumption expenditure per household and,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_423ed62118243034971d,consumption expenditure per household and per,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e1aeff91a58f69d0540a,"consumption expenditure, current",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_72aefcf4e7763ff49b19,"consumption expenditure, current prices",cluster_fc59ce925147,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ac2baeb4fb269c88b620,"consumption expenditure, volumes",cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6150cd2caa8f4a04c46e,Container transport by type of goods and coverage,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_99c485de20d52c08d9cd,"corporations debt, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9bcef97cf3810bf6937c,corresponding age population,cluster_586194a4eb3a,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a815c3e3b236c282b21d,cost overburden rate by income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0899072c365bb7f8aee5,cost overburden rate by income quintile,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_04130facab3ac9c141f0,cost overburden rate by income quintile - EU-SILC,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_28d6a1798cad4829b032,cost overburden rate by income quintile - EU-SILC survey,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_027275b4917a775d06d1,Country level - gross weight of goods transported to/from main ports,cluster_b9a3b7632ab8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_36dc88e62518e6bc73fc,country of birth,cluster_8cbdd0602d88,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0677bb2e79a9e64b7f62,"credit flow, consolidated - % GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f76d6e5998234412fe60,"credit flow: loans by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_958e2affcec9a83f6e23,"credit flow: loans by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ff95d02ba7eef7d87692,Crimes recorded,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_451248dfc8f1e4681a7b,Crimes recorded by,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e6c95aace388b59070dc,Crimes recorded by the,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e2153be935470aa4e814,Crimes recorded by the police - homicide,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4eaa546f4f33c2d1b158,Crimes recorded by the police - homicide in,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ac49c8d4bf9ebe2ab58f,Crimes recorded by the police - homicide in cities,cluster_05dbb63e968d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_112b7bcba889c2543790,Crop output - basic and producer prices,cluster_50fcb6e7a7e8,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b95618506246a0d840b9,Crop production - ENP-East,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_484236517c42f3ecd18f,Crop production - ENP-East countries,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_31d760a4e52bb99df2a9,Crop production - ENP-South,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e9ef238b028627dd77c4,Crop production - ENP-South countries,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_328899e6cf00930bc556,crops for the production,cluster_4c9b1b408341,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f634a70c0d1d81e308e5,cross trade and employment,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c503c5c1c251c1e012f2,cross trade and employment size,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f8b1f7c446f8c97e0f9c,cross trade and employment size class,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_02411c24f4072e86693d,cross trade by employment,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a2d92e1fa35a6ad48e01,cross trade by employment size,cluster_e7477d78f08b,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_92bb49f8030860b8b88d,crude birth,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6b1501fb5f98b191bfa7,crude death,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_61c27373016830223861,Crude rate of birth,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_35bb6dc06f2044992d78,"Crude rate of birth, of",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_dd45493c816afd7146e0,"Crude rate of birth, of dead",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_43209a68bc2beef36d3c,"Crude rate of birth, of dead and",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c94874a1f6f3b9ae4cf3,"Crude rate of birth, of dead and of",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_99e1529e4e89f9c36b6e,"Crude rate of birth, of dead and of population change",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0aaad1fb739644538df7,"Crude rate of birth, of dead and of population change - ENP-South countries",cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_89706422fa37fcd1901f,Cultural employment,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_48a7de420819ab629559,Cultural employment by,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1e90b7c1d9857b0b43e2,Cultural employment by sex,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9e00685af2a33b10eb4a,Current account transactions - primary income,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_851bd6c711976d17d212,Current account transactions - primary income: credits,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_74b07696ddb60afe0664,"Current account transactions - primary income: credits, debits",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b3d80cb8be19aed785e5,"Current account transactions - primary income: credits, debits and",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c46d3ef2aa9824c586e8,"Current account transactions - primary income: credits, debits and balance",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_abdbbedcf2ec3a368f66,Current account transactions - secondary income,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_86e05ac1c2dbf2842d0e,Current account transactions - secondary income: credits,cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fc26c1d86e072855fe52,"Current account transactions - secondary income: credits, debits",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8008b154d8c29d2a6458,"Current account transactions - secondary income: credits, debits and",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f216ac3c2bf81bef68a4,"Current account transactions - secondary income: credits, debits and balance",cluster_c574624eef1e,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e2997a1281df429bbdeb,"data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7ff16f8802e9ebd9df5e,Death due,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f26dd7ca3442f15ce28d,Death due to,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ecdac8725b5838591c67,Death due to accidents,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5dee08759bca91c18ca9,"Death due to accidents, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_101e60ee5f0f430737e5,"Death due to accidents, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b3225bed831d4d62f19f,Death due to AIDS,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_65ef9c6f9ecdf1e685ec,Death due to AIDS (HIV-disease,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3727965b6b838d5fb141,"Death due to AIDS (HIV-disease), by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_956ee1e95cb224363643,"Death due to AIDS (HIV-disease), by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_11fe3cdbed4c1bc3b478,Death due to alcoholic,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b96608b4c51f65b06ac8,Death due to alcoholic abuse,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b0c9504932e02780806d,"Death due to alcoholic abuse, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_76957f17efd94e0cea36,"Death due to alcoholic abuse, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d1be82a18f0120a13738,Death due to cancer,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ccedbe1853c5b02db6f6,"Death due to cancer, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_94b6765642dac6f6949f,"Death due to cancer, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_190c1b537ae6ac9cefc6,Death due to chronic,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_68365a946ffbf37cacc0,Death due to chronic liver,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d61ffdabaf2c84d5f296,Death due to chronic liver disease,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b27a69ea3f1e2ea60096,"Death due to chronic liver disease, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_917e54b71e6c2b9e56cf,"Death due to chronic liver disease, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_794b6593f6d332307eab,Death due to diabetes,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f65b8412c901f98dcf13,Death due to diabetes mellitus,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4cdd29982857237ca28e,"Death due to diabetes mellitus, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eeb6980f51c7d56fc3f4,"Death due to diabetes mellitus, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0b57a1040962af942687,Death due to diseases,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_28678383dd2cd27fc8e8,Death due to diseases of,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ec788868ca9ba326434f,Death due to diseases of the,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c33f1b60b3012106590,Death due to diseases of the nervous,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c22c4883fd7f27d29795,Death due to diseases of the nervous system,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_00b72c6e5deff8c38d7c,"Death due to diseases of the nervous system, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7809897202d82197e71d,Death due to drugs,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e8ebc2a4e3f214c9cea2,Death due to drugs dependence,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cfccd11ac5acc7819c19,"Death due to drugs dependence, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_399d10eefab967a56ee1,"Death due to drugs dependence, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2be453136ff480e79dc3,Death due to homicide,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_b7f295ac0d00e5c553b4,"Death due to homicide, assault",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_16e82aff86ff40d11b18,"Death due to homicide, assault, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d2dca023ba00e51db540,"Death due to homicide, assault, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ba8b5655078b95c91cee,Death due to other,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_82c2c17ce9928f1b1c9f,Death due to other ischaemic,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3add8cbe93640d1a1ef8,Death due to other ischaemic heart,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ae813781dc5a2aa761f9,Death due to other ischaemic heart diseases,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_3a938c69e42360f44b91,"Death due to other ischaemic heart diseases, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_57d1f644eb4f567ee35e,"Death due to other ischaemic heart diseases, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f3c5dfa7e5a30c53f7b6,Death due to pneumonia,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9558ed390893fbf30dfc,"Death due to pneumonia, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_16db44a8101ea3aaa4f2,"Death due to pneumonia, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1e70270d392f26d6daa3,Death due to suicide,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c3be3b57482af7644071,"Death due to suicide, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a328ea1f4752a941f146,"Death due to suicide, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c97f4b1510d9b349e6f1,Death due to transport,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_c3e69c95fe2b14805361,Death due to transport accidents,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_eb80dd0ed1a5471312a5,"Death due to transport accidents, by",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_5849d9c0db41e7b9acb9,"Death due to transport accidents, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d4e46b65b8946da42e58,death rate,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d929e35f1d0051889ca7,death rate by,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_292c881565681f9da31c,death rate by age,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_74fb8d9154f9d2a6b3a7,death rate by age group,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d522d4121eeb86c375dd,death rate due,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_981fea85859ebbafa884,death rate due to,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_90a6eb83de809bac54b5,death rate due to homicide,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_df021d073aa7c101e880,death rate due to homicide by,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_43895cb0a864b6c291be,death rate due to tuberculosis,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f0345d30c707bbf31566,"death rate due to tuberculosis, HIV",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_33623069f21221e9140b,"death, by sex",cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ce8618d299ade63bd105,Deaths and crude,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a50293199fcfbe365e0a,Deaths and crude death,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4ac219ee67cfb6b290fb,Deaths and crude death rate,cluster_6186e87388cd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_92edf6d2724d27c3b16d,Deaths by sex,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4e47b95d3d3f003194c5,deaths due,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_bc7bb8f2c17cf8050ad6,deaths due to,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2c365a5891b1e5517d2b,deaths due to exposure,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_73c5e626797e171b5142,deaths due to exposure to,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_32dd378fa79f9540517d,Deaths of residents,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_182592dc03aba6f7c0a5,Deaths of residents related,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_7d0ca30f5c7c7cd3d45d,Deaths of residents related to,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1a554a1e069d3a9157bd,Deaths of residents related to dementias,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1b405e8c421adc6f967f,Deaths of residents related to dementias including,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_137e8305fffe057d3255,Deaths of residents related to dementias including Alzheimer,cluster_93d52bc87457,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_cd6545f9d1c0b180725f,"debt - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_fba4086dff79550b5229,"debt - quarterly data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ca6fc3930cb129b4c2ef,"debt securities by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a2cd0371970399da86f3,"debt securities by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_060c2785b0d06cf40160,"debt securities, by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_e71e8c51a1af95717bf8,"debt, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d53199587642e8d9a3fa,debt-to-income ratio,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_93f87990951b61e2e05c,debt-to-income ratio of,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_ea8520ab92526a965201,debt-to-income ratio of households,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_70f9b1146da55165281f,"debt: debt securities by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4e09e1e0af78b559222d,"debt: debt securities, by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_46972d0f33ec49a6fcec,"debt: loans, by sectors, consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_511875f67af51cc38393,"debt: loans, by sectors, non-consolidated - % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_0d2bd40aa9c4a5720dbf,degree of urbanisation - total population,cluster_021a934ea779,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_66d1570f950755879311,deprivation rate by income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_da1d20c1c830a4d55f20,development assistance as share of gross national income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f63c4236ea3a1e9687e6,development expenditure,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_27ae92a8618341fae6ec,development expenditure by,cluster_f7c5001b3c2d,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_8ee85e534d5e18a643d4,differences in the relative income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_1cd29b282d2bdbfb9fbe,differences in the relative income of,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_671507d02ee0306190be,differences in the relative income of elderly,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_98028674532089583d15,differences in the relative income of elderly people,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_30589037fc073e456004,differences in the relative income of older,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_da44726c607f1a48435a,differences in the relative income of older people,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6c28e669b8ae9b75d28b,"Direct investment liabilities (flows) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_83264f46823288d5d1e9,"Direct investment liabilities (stocks) - annual data, % of GDP",cluster_f5e40cb5cbdd,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_2ad0c60c5f2fba484800,Disparities in adjusted gross disposable income,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_06d7ad9194f3653d2967,Disparities in adjusted gross disposable income of,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_f099f13de49590ec14bc,Disparities in adjusted gross disposable income of households,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_80b5ab22dea335cf3afa,Disparities in adjusted gross disposable income of households per capita,cluster_0958acf3e7dc,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_093bbb537296a88effe2,disparities in gender employment,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a54f335a17d89bafaeac,disparities in gender employment gap,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_9f26740afdd378d47da7,disparities in gender employment gap (NUTS,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_6df336ec09ffbcb7206d,disparities in gender employment gap (NUTS level,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_d7c21238559f005cc6e3,disparities in gender employment gap (NUTS level 2,cluster_be31239b58e7,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_afa06373e374bce8bd45,disparities in long-term unemployment,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_4d6bf3bca28419bd6dd0,disparities in long-term unemployment rates,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_a68dce0d622a914a43a4,disparities in long-term unemployment rates (NUTS,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
term_43395cf91f86a4856706,disparities in long-term unemployment rates (NUTS level,cluster_b625d52d71ac,agglomerative,"{""distance_threshold"": 0.35, ""linkage"": ""average""}"
